id,observed_on,place_guess,latitude,longitude,place_county_name,place_state_name,scientific_name,common_name
267946935,2025-03-31,"SW 296th St, Homestead, FL, US",25.4920166667,-80.5296333333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
268081716,2025-03-16,"SW 160th Ave, Miami, FL, US",25.59798225,-80.45116865,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
268403124,2025-04-01,"Florida City, FL 33034, USA",25.3930750484,-80.5002992973,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
268462139,2025-04-03,"Homestead Base, FL, USA",25.4869555556,-80.4093666667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
269332331,2025-04-08,"SW 344th St, Homestead, FL, US",25.4469783333,-80.5019,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
269332425,2025-04-08,"SW 344th St, Homestead, FL, US",25.4469166667,-80.5019133333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
269332531,2025-04-08,"SW 344th St, Homestead, FL, US",25.4472716667,-80.5018166667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
270060167,2025-04-12,"Florida City, FL 33034, USA",25.3961423171,-80.501242429,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
270061898,2025-04-12,"SW 344th St, Homestead, FL, US",25.4469280534,-80.5019203575,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
270294858,2025-04-13,"SW 192nd Ave, Homestead, FL, US",25.39607,-80.5012883333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
270295059,2025-04-13,"SW 192nd Ave, Homestead, FL, US",25.39378,-80.5008616667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
272546028,2025-04-23,"SW 344th St, Homestead, FL, US",25.447,-80.5025116667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
278163610,2025-05-03,"SW 192nd Ave, Homestead, FL, US",25.3934033333,-80.5002583333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
279263626,2019-04-11,"Southern Glades Trail, Homestead, FL, US",25.4018833333,-80.55873,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
279266438,2019-04-23,"Miami-Dade County, US-FL, US",25.38727,-80.525575,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
283425335,2025-05-23,"SW 344th St, Homestead, FL, US",25.447436672,-80.5025716667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
283923443,2025-05-24,"Plantation Lakes Dr, Port Saint Lucie, FL, US",27.3140104,-80.43561255,Saint Lucie,Florida,Salvator merianae,Argentine Black-and-white Tegu
284066353,2025-05-25,"Homestead, FL 33034, USA",25.393591,-80.4997180997,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
