id,observed_on,place_guess,latitude,longitude,place_county_name,place_state_name,scientific_name,common_name
312441468,2025-06-28,"SW 194th Ave, Homestead, FL, US",25.4662336845,-80.5057730833,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
313913768,2025-09-14,"SE 24th Ct, Homestead, FL, US",25.449741171,-80.4425723873,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
320896416,2025-10-14,"Miami, FL 33174, USA",25.755417,-80.3727049997,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
321641213,2025-03-28,"Miami-Dade County, FL, USA",25.4467076016,-80.5018992637,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
321641214,2025-03-28,"Miami-Dade County, FL, USA",25.4468570258,-80.5018625004,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
325957709,2025-11-06,"Frog Pond Wildlife Management Area, 39801 SW 237th Ave, Homestead, FL 33034, USA",25.3957121,-80.5651824,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
331761139,2025-12-22,"Homestead, FL 33035, USA",25.4479444,-80.395835,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
339978606,2026-02-23,"SW 344th St, Homestead, FL, US",25.447205,-80.5025116667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
340482094,2026-02-27,"Miami-Dade County, US-FL, US",25.3957464569,-80.4450404271,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
340600830,2026-02-27,United States,27.5312022538,-80.2471821298,St. Lucie,Florida,Salvator merianae,Argentine Black-and-white Tegu
340653305,2026-02-28,"Homestead, FL 33030, USA",25.4039797997,-80.5585554,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
341565533,2026-03-06,"Florida, US",27.4230866682,-80.427406862,St. Lucie,Florida,Salvator merianae,Argentine Black-and-white Tegu
341877303,2026-03-07,"S Header Canal Rd, Port Saint Lucie, FL, US",27.3384206232,-80.4905743466,Saint Lucie,Florida,Salvator merianae,Argentine Black-and-white Tegu
343041561,2026-03-14,United States,28.5209954916,-81.2632433991,Orange,Florida,Salvator merianae,Argentine Black-and-white Tegu
343345589,2026-03-16,"SW 392nd St, Homestead, FL, US",25.4036883333,-80.530045,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
343372987,2026-03-16,"Florida, US",28.7101904799,-81.39521304,Orange,Florida,Salvator merianae,Argentine Black-and-white Tegu
343645829,2026-03-18,"San Martin Blvd NE, Saint Petersburg, FL, US",27.8594806413,-82.6263976522,Pinellas,Florida,Salvator merianae,Argentine Black-and-white Tegu
343848432,2026-03-19,Homestead,25.4478416443,-80.4320144653,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
344915507,2026-03-23,"Homestead, FL 33033, USA",25.4483889955,-80.3673200682,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
345385501,2026-03-26,"Navy Wells Pineland Preserve, 35400 SW 192nd Ave, Homestead, FL 33034, USA",25.439557,-80.5063906,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
345994056,2026-03-27,"SW 344th St, Homestead, FL, US",25.4468466667,-80.5022666667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
346517462,2026-03-31,"Homestead, FL, USA",25.4482630534,-80.4495807365,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
346647405,2026-04-01,"Homestead, FL 33033, USA",25.4480108661,-80.389514342,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
349097182,2026-04-11,"SW 344th St, Homestead, FL, US",25.44677,-80.50245,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
349097624,2026-04-11,"SW 344th St, Homestead, FL, US",25.4467616667,-80.5024466667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
349571612,2026-04-12,"SW 344th St, Homestead, FL, US",25.4468930725,-80.5021891163,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
350097462,2026-04-15,"Homestead, FL, USA",25.4481937247,-80.4142761603,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
350097489,2026-04-15,"Miami-Dade County, US-FL, US",25.4482890895,-80.4101204127,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
350183050,2026-04-15,"SW 137th Ave, Homestead, FL, US",25.47207,-80.41178,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
350194648,2026-04-16,"Old Card Sound Rd, Homestead, FL, US",25.4125583333,-80.4595033333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
350391605,2026-04-16,"SW 344th St, Homestead, FL, US",25.4470116667,-80.5021833333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
350696929,2026-04-17,"Lokanotosa Trail, Orlando, FL, US",28.582955,-81.218605,Orange,Florida,Salvator merianae,Argentine Black-and-white Tegu
351802204,2026-04-04,"Miami-Dade County, US-FL, US",25.4983638519,-80.4538187131,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
352307536,2026-04-23,"Homestead, FL 33033, USA",25.469939,-80.3711468,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
354053936,2026-04-25,"Dagny Johnson Key Largo Hammock Botanical State Park, Key Largo, FL, US",25.2924142906,-80.3026287109,Monroe,Florida,Salvator merianae,Argentine Black-and-white Tegu
354054516,2025-03-04,"Dagny Johnson Key Largo Hammock Botanical State Park, Key Largo, FL, US",25.291638342,-80.3029633333,Monroe,Florida,Salvator merianae,Argentine Black-and-white Tegu
356159406,2026-04-27,"Homestead, FL, US",25.392395,-80.525722,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
356608359,2026-04-29,"Homestead, FL 33034, USA",25.4041275,-80.5578962,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
357030068,2026-04-30,"CR-74, Punta Gorda, FL, US",26.94695,-81.9558866667,Charlotte,Florida,Salvator merianae,Argentine Black-and-white Tegu
359347556,2026-05-07,"Florida, US",25.2233971145,-80.3979461622,Monroe,Florida,Salvator merianae,Argentine Black-and-white Tegu
359804136,2026-05-08,"SE 27 Rd, Homestead, FL, US",25.4482133333,-80.43557,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
359963733,2026-05-08,"SE 27 Rd, Homestead, FL, US",25.44812,-80.435875,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
360304287,2026-05-07,"Florida, US",27.5296861617,-80.5081779109,St. Lucie,Florida,Salvator merianae,Argentine Black-and-white Tegu
363174340,2026-02-15,"SW 344th St, Homestead, FL, US",25.4467883333,-80.50183,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
365574518,2026-05-02,"SW 344th St, Homestead, FL, US",25.4474866667,-80.5021383333,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
365663061,2026-05-02,"Homestead, FL, US",25.3937666667,-80.4992466667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
365663098,2026-05-02,"Homestead, FL, US",25.3937766667,-80.4990466667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
365925161,2026-05-23,"19200 SW 344th St, Homestead, FL 33034, USA",25.4474238,-80.5018612,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
366664087,2026-05-30,"Homestead, FL 33034, USA",25.4467680556,-80.5023641667,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
367293705,2026-05-31,"Homestead, FL 33034, USA",25.4301768896,-80.4710233212,Miami-Dade,Florida,Salvator merianae,Argentine Black-and-white Tegu
