common_name,observed_on,latitude,longitude,place_county_name,place_state_name,year,month,month_name
American Crocodile,2022-01-15,25.652151,-80.198018,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2022-01-18,25.139825,-80.889339,Monroe,Florida,2022,1,Jan
American Crocodile,2022-01-19,25.797664,-80.060091,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2019-03-24,25.017977,-80.873878,Monroe,Florida,2019,3,Mar
American Crocodile,2022-01-16,25.036458,-80.963829,Monroe,Florida,2022,1,Jan
American Crocodile,2022-01-18,25.661535,-80.318477,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2019-08-02,25.043111,-80.919276,Monroe,Florida,2019,8,Aug
American Crocodile,2019-08-02,25.029961,-80.828044,Monroe,Florida,2019,8,Aug
American Crocodile,2020-11-22,25.02137,-80.965601,Monroe,Florida,2020,11,Nov
American Crocodile,2020-11-23,25.069289,-80.932144,Monroe,Florida,2020,11,Nov
American Crocodile,2020-11-23,25.101531,-80.910561,Monroe,Florida,2020,11,Nov
American Crocodile,2021-10-16,25.173752,-80.883745,Monroe,Florida,2021,10,Oct
American Crocodile,2021-10-17,25.118652,-80.988649,Monroe,Florida,2021,10,Oct
American Crocodile,2021-10-17,25.025061,-80.922185,Monroe,Florida,2021,10,Oct
American Crocodile,2022-01-12,25.733429,-80.047174,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2021-12-26,25.636293,-80.166699,Miami-Dade,Florida,2021,12,Dec
American Crocodile,2009-03-25,25.682117,-80.68712,Miami-Dade,Florida,2009,3,Mar
American Crocodile,2022-01-16,25.048771,-80.890247,Monroe,Florida,2022,1,Jan
American Crocodile,2022-01-26,25.19489,-80.832268,Monroe,Florida,2022,1,Jan
American Crocodile,2022-01-26,25.618719,-80.090027,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2019-12-28,25.058727,-80.86189,Monroe,Florida,2019,12,Dec
American Crocodile,2022-01-28,25.394526,-80.698766,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2022-01-29,25.636509,-80.269807,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2021-05-05,25.180614,-80.931832,Monroe,Florida,2021,5,May
American Crocodile,2022-01-30,25.04649,-80.825233,Monroe,Florida,2022,1,Jan
American Crocodile,2021-03-07,25.760046,-80.010301,Miami-Dade,Florida,2021,3,Mar
American Crocodile,2021-03-05,25.040391,-80.901764,Monroe,Florida,2021,3,Mar
American Crocodile,2022-02-04,25.610236,-80.35702,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-02-04,25.60387,-80.310065,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-02-04,25.606029,-80.309156,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-01-30,24.475042,-81.783506,Monroe,Florida,2022,1,Jan
American Crocodile,2022-02-05,25.481529,-80.71358,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-01-19,25.074351,-80.858874,Monroe,Florida,2022,1,Jan
American Crocodile,2022-02-09,25.601693,-80.293561,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2012-03-22,25.001577,-80.963245,Monroe,Florida,2012,3,Mar
American Crocodile,2022-02-09,25.313256,-80.68104,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-01-30,25.680479,-80.250986,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2022-02-12,25.133187,-80.840158,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.058062,-80.89424,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.726957,-80.281136,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-01-27,25.087796,-80.824138,Monroe,Florida,2022,1,Jan
American Crocodile,2022-02-15,25.781507,-80.6804,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-01-25,25.628002,-80.130851,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2022-01-26,25.180359,-80.957511,Monroe,Florida,2022,1,Jan
American Crocodile,2022-01-27,25.263464,-80.710562,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2022-02-20,25.56169,-80.261216,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-01-28,25.748553,-80.236711,Miami-Dade,Florida,2022,1,Jan
American Crocodile,2022-02-20,28.073871,-82.375376,Hillsborough,Florida,2022,2,Feb
American Crocodile,2022-02-23,25.761606,-80.2927,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-02-21,25.016639,-80.873936,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-23,25.790173,-80.292404,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-02-25,25.646349,-80.329766,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-02-26,25.000157,-80.906045,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-26,25.028766,-80.956893,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-26,25.084233,-80.979777,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-25,25.048699,-80.867913,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-28,25.183937,-80.952486,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-28,25.09015,-80.861581,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.07076,-80.957163,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-22,25.781768,-80.600017,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-03-04,28.073682,-82.377035,Hillsborough,Florida,2022,3,Mar
American Crocodile,2022-02-19,25.154791,-80.998052,Monroe,Florida,2022,2,Feb
American Crocodile,2022-03-05,25.614943,-80.254302,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-02-02,28.073611,-82.377175,Hillsborough,Florida,2022,2,Feb
American Crocodile,2022-02-20,28.073871,-82.375376,Hillsborough,Florida,2022,2,Feb
American Crocodile,2012-02-28,25.152427,-80.925067,Monroe,Florida,2012,2,Feb
American Crocodile,2022-03-07,28.073805,-82.377082,Hillsborough,Florida,2022,3,Mar
American Crocodile,2022-03-04,25.700004,-80.699931,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-06,28.073738,-82.377163,Hillsborough,Florida,2022,3,Mar
American Crocodile,2022-03-10,25.144356,-80.93597,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-10,25.10168,-80.912822,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-10,25.02384,-80.915718,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-12,25.133268,-80.524867,Monroe,Florida,2022,3,Mar
American Crocodile,2009-04-23,25.318269,-80.913774,Monroe,Florida,2009,4,Apr
American Crocodile,2009-04-23,25.284537,-80.923488,Monroe,Florida,2009,4,Apr
American Crocodile,2022-03-13,25.715511,-80.392253,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-13,25.038656,-80.89528,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-12,25.008983,-80.801675,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-13,25.606258,-80.154202,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2019-03-14,24.952336,-80.727603,Monroe,Florida,2019,3,Mar
American Crocodile,2022-03-15,25.195936,-80.840189,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-08,25.117466,-80.832213,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-14,25.44804,-80.370971,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-14,25.187389,-80.906677,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-12,25.058931,-80.977607,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-18,25.2895,-80.810081,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-19,25.176696,-80.997131,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-17,25.0025,-80.882441,Monroe,Florida,2022,3,Mar
American Crocodile,2022-02-07,25.188732,-80.904843,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-07,25.118335,-80.822005,Monroe,Florida,2022,2,Feb
American Crocodile,2022-03-17,25.624456,-80.260893,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-19,25.034064,-80.923363,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-19,28.072995,-82.378208,Hillsborough,Florida,2022,3,Mar
American Crocodile,2022-03-11,25.6371,-80.043219,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-12,25.696502,-80.292947,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-30,25.180455,-80.92246,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-30,25.054897,-80.979258,Monroe,Florida,2022,3,Mar
American Crocodile,2022-02-21,25.355017,-80.876517,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2022-04-03,25.152687,-80.804108,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-03,25.018374,-80.950358,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-03,25.080673,-80.962104,Monroe,Florida,2022,4,Apr
American Crocodile,2022-03-23,25.744625,-80.621162,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2017-12-16,25.671689,-80.050304,Miami-Dade,Florida,2017,12,Dec
American Crocodile,2022-03-08,25.798761,-80.390385,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-03-18,25.694597,-80.314724,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-04-10,25.88803,-80.008498,Miami-Dade,Florida,2022,4,Apr
American Crocodile,2022-03-28,25.383362,-80.612005,Miami-Dade,Florida,2022,3,Mar
American Crocodile,2022-04-10,25.155641,-80.920882,Monroe,Florida,2022,4,Apr
American Crocodile,2021-12-09,25.198813,-80.855836,Monroe,Florida,2021,12,Dec
American Crocodile,2022-04-16,25.72122,-80.26963,Miami-Dade,Florida,2022,4,Apr
American Crocodile,2022-04-16,25.054862,-80.805617,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-16,25.126121,-80.813894,Monroe,Florida,2022,4,Apr
American Crocodile,2022-02-26,25.187816,-80.89353,Monroe,Florida,2022,2,Feb
American Crocodile,2022-04-20,25.095394,-80.825623,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-20,25.069399,-80.820459,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-16,25.076428,-80.894555,Monroe,Florida,2022,4,Apr
American Crocodile,2022-02-21,25.123381,-80.97188,Monroe,Florida,2022,2,Feb
American Crocodile,2022-04-19,25.186721,-80.815444,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-11,25.773775,-80.617591,Miami-Dade,Florida,2022,4,Apr
American Crocodile,2022-04-25,25.008423,-80.958059,Monroe,Florida,2022,4,Apr
American Crocodile,2022-03-31,25.017595,-80.969971,Monroe,Florida,2022,3,Mar
American Crocodile,2022-04-29,25.168425,-80.454865,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-29,25.669092,-80.376366,Miami-Dade,Florida,2022,4,Apr
American Crocodile,2022-04-29,25.151396,-80.900121,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-24,25.154171,-80.919646,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-24,25.086273,-80.820111,Monroe,Florida,2022,4,Apr
American Crocodile,2022-05-01,25.645777,-80.11307,Miami-Dade,Florida,2022,5,May
American Crocodile,2022-04-07,25.083023,-80.947433,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-30,25.293479,-80.3419,Monroe,Florida,2022,4,Apr
American Crocodile,2021-04-08,25.327113,-80.566419,Miami-Dade,Florida,2021,4,Apr
American Crocodile,2022-05-01,25.087371,-80.975033,Monroe,Florida,2022,5,May
American Crocodile,2022-04-30,25.204449,-80.352643,Monroe,Florida,2022,4,Apr
American Crocodile,2021-02-21,25.166038,-80.820994,Monroe,Florida,2021,2,Feb
American Crocodile,2018-05-15,25.669092,-80.050496,Miami-Dade,Florida,2018,5,May
American Crocodile,2022-05-05,25.153325,-80.918225,Monroe,Florida,2022,5,May
American Crocodile,2022-04-30,25.122656,-80.889523,Monroe,Florida,2022,4,Apr
American Crocodile,2022-05-01,25.133437,-80.812534,Monroe,Florida,2022,5,May
American Crocodile,2022-05-03,25.105344,-80.90892,Monroe,Florida,2022,5,May
American Crocodile,2022-05-08,25.04795,-80.863078,Monroe,Florida,2022,5,May
American Crocodile,2016-03-30,24.989112,-80.63767,Monroe,Florida,2016,3,Mar
American Crocodile,2022-05-07,25.619562,-80.32806,Miami-Dade,Florida,2022,5,May
American Crocodile,2022-05-04,25.016938,-80.934752,Monroe,Florida,2022,5,May
American Crocodile,2022-05-12,25.058742,-80.981985,Monroe,Florida,2022,5,May
American Crocodile,2022-05-11,25.127022,-80.88325,Monroe,Florida,2022,5,May
American Crocodile,2010-04-13,25.322492,-80.839975,Monroe,Florida,2010,4,Apr
American Crocodile,2022-04-21,25.108771,-80.973935,Monroe,Florida,2022,4,Apr
American Crocodile,2022-04-10,25.457298,-80.213614,Miami-Dade,Florida,2022,4,Apr
American Crocodile,2001-12-29,25.081424,-80.992687,Monroe,Florida,2001,12,Dec
American Crocodile,2018-11-03,25.19507,-80.867965,Monroe,Florida,2018,11,Nov
American Crocodile,2022-05-11,25.095245,-80.982812,Monroe,Florida,2022,5,May
American Crocodile,2022-05-11,25.109145,-80.843202,Monroe,Florida,2022,5,May
American Crocodile,2022-05-11,25.003633,-80.802154,Monroe,Florida,2022,5,May
American Crocodile,2022-05-11,25.168724,-80.817632,Monroe,Florida,2022,5,May
American Crocodile,2022-05-12,25.082279,-80.888175,Monroe,Florida,2022,5,May
American Crocodile,2021-01-10,25.644796,-80.184283,Miami-Dade,Florida,2021,1,Jan
American Crocodile,2021-06-18,25.171149,-80.814139,Monroe,Florida,2021,6,Jun
American Crocodile,2022-05-09,25.731068,-80.799708,Miami-Dade,Florida,2022,5,May
American Crocodile,2021-11-26,25.044315,-80.978141,Monroe,Florida,2021,11,Nov
American Crocodile,2021-11-25,25.148807,-80.924268,Monroe,Florida,2021,11,Nov
American Crocodile,2015-12-29,25.049027,-80.942439,Monroe,Florida,2015,12,Dec
American Crocodile,2022-05-12,25.71215,-80.057795,Miami-Dade,Florida,2022,5,May
American Crocodile,2022-03-18,25.024917,-80.967008,Monroe,Florida,2022,3,Mar
American Crocodile,2019-05-18,25.760835,-80.72123,Miami-Dade,Florida,2019,5,May
American Crocodile,2012-07-22,25.073134,-80.997613,Monroe,Florida,2012,7,Jul
American Crocodile,2012-07-22,25.098733,-80.986132,Monroe,Florida,2012,7,Jul
American Crocodile,2020-01-07,25.189269,-80.889263,Monroe,Florida,2020,1,Jan
American Crocodile,2020-01-07,25.0861,-80.859662,Monroe,Florida,2020,1,Jan
American Crocodile,2020-01-07,25.05978,-80.942976,Monroe,Florida,2020,1,Jan
American Crocodile,2022-06-05,25.288919,-80.207844,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-05,25.108888,-80.936739,Monroe,Florida,2022,6,Jun
American Crocodile,2018-01-12,25.00267,-80.952532,Monroe,Florida,2018,1,Jan
American Crocodile,2014-06-07,25.065013,-80.962106,Monroe,Florida,2014,6,Jun
American Crocodile,2022-06-09,25.757637,-80.211693,Miami-Dade,Florida,2022,6,Jun
American Crocodile,2022-06-09,25.198045,-80.823032,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-05,25.165805,-80.895393,Monroe,Florida,2022,6,Jun
American Crocodile,2014-03-05,25.021347,-80.957157,Monroe,Florida,2014,3,Mar
American Crocodile,2022-06-20,25.008564,-80.895684,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-20,25.062676,-80.84452,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-23,25.338291,-80.304097,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-20,25.267086,-80.947192,Miami-Dade,Florida,2022,6,Jun
American Crocodile,2022-06-11,25.065808,-80.858229,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-24,25.171878,-80.801605,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-25,25.149149,-80.853213,Monroe,Florida,2022,6,Jun
American Crocodile,2022-06-25,25.891056,-81.33627,Collier,Florida,2022,6,Jun
American Crocodile,2022-06-28,25.720384,-80.141274,Miami-Dade,Florida,2022,6,Jun
American Crocodile,2022-06-29,25.737129,-80.242688,Miami-Dade,Florida,2022,6,Jun
American Crocodile,2015-12-06,24.776498,-81.151444,Monroe,Florida,2015,12,Dec
American Crocodile,2022-06-30,25.0039,-80.976093,Monroe,Florida,2022,6,Jun
American Crocodile,2013-02-13,25.435386,-80.33621,Miami-Dade,Florida,2013,2,Feb
American Crocodile,2017-12-28,25.775494,-80.214442,Miami-Dade,Florida,2017,12,Dec
American Crocodile,2017-01-06,25.032136,-80.990143,Monroe,Florida,2017,1,Jan
American Crocodile,2022-07-01,25.111782,-80.285995,Monroe,Florida,2022,7,Jul
American Crocodile,2022-06-29,25.014111,-80.809445,Monroe,Florida,2022,6,Jun
American Crocodile,2022-07-07,25.653687,-80.277695,Miami-Dade,Florida,2022,7,Jul
American Crocodile,2022-07-04,25.042631,-80.418347,Monroe,Florida,2022,7,Jul
American Crocodile,2010-03-26,25.113657,-80.808644,Monroe,Florida,2010,3,Mar
American Crocodile,2010-03-26,25.092567,-80.814716,Monroe,Florida,2010,3,Mar
American Crocodile,2021-03-15,25.152143,-80.924541,Monroe,Florida,2021,3,Mar
American Crocodile,2022-07-08,25.242592,-80.929398,Miami-Dade,Florida,2022,7,Jul
American Crocodile,2022-07-14,25.523214,-80.231833,Miami-Dade,Florida,2022,7,Jul
American Crocodile,2019-05-30,25.155856,-80.995639,Monroe,Florida,2019,5,May
American Crocodile,2022-07-14,25.468198,-80.270833,Miami-Dade,Florida,2022,7,Jul
American Crocodile,2021-12-22,25.793593,-80.766279,Miami-Dade,Florida,2021,12,Dec
American Crocodile,2018-05-03,25.281843,-80.653208,Miami-Dade,Florida,2018,5,May
American Crocodile,2022-07-24,25.011803,-80.861114,Monroe,Florida,2022,7,Jul
American Crocodile,2018-01-09,25.036827,-80.935695,Monroe,Florida,2018,1,Jan
American Crocodile,2022-07-23,25.158122,-80.92347,Monroe,Florida,2022,7,Jul
American Crocodile,2022-07-23,25.317415,-80.860947,Miami-Dade,Florida,2022,7,Jul
American Crocodile,2022-07-25,25.075552,-80.983492,Monroe,Florida,2022,7,Jul
American Crocodile,2022-06-10,25.275284,-80.8698,Miami-Dade,Florida,2022,6,Jun
American Crocodile,2022-07-28,25.122245,-80.978037,Monroe,Florida,2022,7,Jul
American Crocodile,2005-01-12,26.504795,-82.072547,Lee,Florida,2005,1,Jan
American Crocodile,2022-07-29,25.101205,-80.874678,Monroe,Florida,2022,7,Jul
American Crocodile,2022-07-29,25.020225,-80.954188,Monroe,Florida,2022,7,Jul
American Crocodile,2022-03-02,25.094471,-80.930001,Monroe,Florida,2022,3,Mar
American Crocodile,2022-03-02,25.12409,-80.801154,Monroe,Florida,2022,3,Mar
American Crocodile,2015-03-17,25.249966,-80.99058,Monroe,Florida,2015,3,Mar
American Crocodile,2015-12-24,25.255682,-80.936806,Monroe,Florida,2015,12,Dec
American Crocodile,1999-01-08,25.19495,-80.94702,Monroe,Florida,1999,1,Jan
American Crocodile,2022-08-05,25.021255,-80.964471,Monroe,Florida,2022,8,Aug
American Crocodile,2022-07-29,25.184907,-80.95196,Monroe,Florida,2022,7,Jul
American Crocodile,2022-07-11,25.370163,-80.255033,Monroe,Florida,2022,7,Jul
American Crocodile,2022-07-11,25.238836,-80.301735,Monroe,Florida,2022,7,Jul
American Crocodile,2016-01-06,25.031073,-80.803241,Monroe,Florida,2016,1,Jan
American Crocodile,2016-01-08,24.793577,-81.538562,Monroe,Florida,2016,1,Jan
American Crocodile,2021-06-30,25.11551,-80.802775,Monroe,Florida,2021,6,Jun
American Crocodile,2022-08-19,25.394496,-80.809861,Miami-Dade,Florida,2022,8,Aug
American Crocodile,2022-08-22,25.099978,-80.937181,Monroe,Florida,2022,8,Aug
American Crocodile,2022-08-26,27.472669,-81.555225,Highlands,Florida,2022,8,Aug
American Crocodile,2022-02-23,25.619902,-80.376932,Miami-Dade,Florida,2022,2,Feb
American Crocodile,2017-04-14,25.122197,-80.801459,Monroe,Florida,2017,4,Apr
American Crocodile,2018-01-01,25.010861,-80.888674,Monroe,Florida,2018,1,Jan
American Crocodile,2022-09-01,25.004937,-80.992347,Monroe,Florida,2022,9,Sep
American Crocodile,2021-05-16,25.717851,-80.58058,Miami-Dade,Florida,2021,5,May
American Crocodile,2021-01-17,25.13168,-81.199834,Monroe,Florida,2021,1,Jan
American Crocodile,2022-09-08,25.124682,-80.871441,Monroe,Florida,2022,9,Sep
American Crocodile,2016-01-07,25.231235,-80.946076,Miami-Dade,Florida,2016,1,Jan
American Crocodile,2020-01-12,25.351419,-80.806333,Monroe,Florida,2020,1,Jan
American Crocodile,2022-07-13,25.090173,-80.527597,Monroe,Florida,2022,7,Jul
American Crocodile,2013-12-13,25.18765,-80.972625,Monroe,Florida,2013,12,Dec
American Crocodile,2020-03-11,25.147077,-80.943169,Monroe,Florida,2020,3,Mar
American Crocodile,2022-08-21,25.392709,-80.803714,Miami-Dade,Florida,2022,8,Aug
American Crocodile,2022-09-24,25.064158,-80.926113,Monroe,Florida,2022,9,Sep
American Crocodile,2022-09-30,25.050232,-80.849465,Monroe,Florida,2022,9,Sep
American Crocodile,2022-10-06,25.478469,-80.308026,Miami-Dade,Florida,2022,10,Oct
American Crocodile,2022-10-07,25.003688,-80.956942,Monroe,Florida,2022,10,Oct
American Crocodile,2015-03-01,25.07312,-80.875002,Monroe,Florida,2015,3,Mar
American Crocodile,2022-10-09,24.901302,-80.779633,Monroe,Florida,2022,10,Oct
American Crocodile,2022-10-11,25.656255,-80.297621,Miami-Dade,Florida,2022,10,Oct
American Crocodile,2016-07-23,25.03255,-80.990469,Monroe,Florida,2016,7,Jul
American Crocodile,2021-12-27,25.055815,-80.95757,Monroe,Florida,2021,12,Dec
American Crocodile,2022-10-13,25.558387,-80.361716,Miami-Dade,Florida,2022,10,Oct
American Crocodile,2018-12-30,25.178797,-80.988778,Monroe,Florida,2018,12,Dec
American Crocodile,2022-10-16,25.127734,-80.825534,Monroe,Florida,2022,10,Oct
American Crocodile,2022-09-22,25.051255,-80.886741,Monroe,Florida,2022,9,Sep
American Crocodile,2022-10-10,25.76398,-80.330253,Miami-Dade,Florida,2022,10,Oct
American Crocodile,2022-10-17,25.153959,-80.813725,Monroe,Florida,2022,10,Oct
American Crocodile,2021-03-05,25.050281,-80.850584,Monroe,Florida,2021,3,Mar
American Crocodile,2021-03-07,25.671822,-80.15854,Miami-Dade,Florida,2021,3,Mar
American Crocodile,2021-03-09,25.114811,-80.800752,Monroe,Florida,2021,3,Mar
American Crocodile,2021-06-20,25.054783,-80.91277,Monroe,Florida,2021,6,Jun
American Crocodile,2022-10-25,25.305981,-80.349045,Monroe,Florida,2022,10,Oct
American Crocodile,2022-10-23,25.550108,-80.819762,Miami-Dade,Florida,2022,10,Oct
American Crocodile,2022-10-30,25.670398,-80.160678,Miami-Dade,Florida,2022,10,Oct
American Crocodile,2016-05-07,25.173043,-80.893404,Monroe,Florida,2016,5,May
American Crocodile,2022-11-01,25.271972,-80.261767,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-02,25.259389,-80.225536,Monroe,Florida,2022,11,Nov
American Crocodile,2011-12-26,25.315612,-80.883647,Monroe,Florida,2011,12,Dec
American Crocodile,2022-11-05,25.660474,-80.228687,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-05,25.114681,-80.928865,Monroe,Florida,2022,11,Nov
American Crocodile,2022-08-17,25.291657,-80.902962,Miami-Dade,Florida,2022,8,Aug
American Crocodile,2022-11-11,25.082097,-80.865657,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-12,25.161479,-80.947577,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-12,25.033676,-80.951503,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-13,25.10496,-80.895987,Monroe,Florida,2022,11,Nov
American Crocodile,2014-04-11,25.870822,-81.374367,Collier,Florida,2014,4,Apr
American Crocodile,2017-02-12,25.39531,-80.582677,Miami-Dade,Florida,2017,2,Feb
American Crocodile,2017-02-12,25.382912,-80.605645,Miami-Dade,Florida,2017,2,Feb
American Crocodile,2018-02-25,28.072981,-82.378144,Hillsborough,Florida,2018,2,Feb
American Crocodile,2020-03-08,27.840036,-82.664915,Pinellas,Florida,2020,3,Mar
American Crocodile,2014-04-13,27.922017,-81.244152,Osceola,Florida,2014,4,Apr
American Crocodile,2018-02-24,25.855859,-80.952964,Collier,Florida,2018,2,Feb
American Crocodile,2017-02-12,25.092829,-80.945875,Monroe,Florida,2017,2,Feb
American Crocodile,2022-11-13,25.024758,-80.847215,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-12,25.056553,-80.972875,Monroe,Florida,2022,11,Nov
American Crocodile,2017-04-23,25.053757,-80.823301,Monroe,Florida,2017,4,Apr
American Crocodile,2022-11-12,25.052214,-80.980475,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-15,25.549772,-80.253617,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-15,25.461303,-80.346486,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-07-14,25.006971,-80.353813,Monroe,Florida,2022,7,Jul
American Crocodile,2022-07-14,25.184106,-80.338301,Monroe,Florida,2022,7,Jul
American Crocodile,2022-11-18,25.659252,-80.366764,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-13,25.763629,-80.092652,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-13,25.65753,-80.051879,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2007-06-22,25.047412,-80.805507,Monroe,Florida,2007,6,Jun
American Crocodile,2007-06-22,25.152915,-80.825538,Monroe,Florida,2007,6,Jun
American Crocodile,2022-11-15,25.093108,-80.954208,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-15,25.181446,-80.902159,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-16,25.078589,-80.869994,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-16,25.045552,-80.962885,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-12,25.619615,-80.617153,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-23,25.694186,-80.22573,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-22,25.19281,-81.089087,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-24,25.199938,-80.991899,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-24,25.122018,-80.981719,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-24,25.113758,-80.807068,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-21,25.104584,-81.053024,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-19,25.222779,-80.846642,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-11-21,25.097202,-81.035591,Monroe,Florida,2022,11,Nov
American Crocodile,2022-11-15,25.184829,-80.922897,Monroe,Florida,2022,11,Nov
American Crocodile,2022-12-01,25.680178,-80.343734,Miami-Dade,Florida,2022,12,Dec
American Crocodile,2022-12-04,25.04897,-80.808348,Monroe,Florida,2022,12,Dec
American Crocodile,2022-11-30,25.787629,-80.218569,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2022-12-07,25.327408,-80.776878,Miami-Dade,Florida,2022,12,Dec
American Crocodile,2022-12-08,25.771143,-80.113259,Miami-Dade,Florida,2022,12,Dec
American Crocodile,2009-05-25,25.098227,-80.904247,Monroe,Florida,2009,5,May
American Crocodile,2022-12-12,25.140021,-80.813311,Monroe,Florida,2022,12,Dec
American Crocodile,2022-12-01,25.416886,-80.706953,Miami-Dade,Florida,2022,12,Dec
