common_name,observed_on,latitude,longitude,place_county_name,place_state_name,year,month,month_name
American Crocodile,2024-12-25,25.092307,-80.535225,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-23,24.86327,-80.695802,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-23,24.939974,-80.706428,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-25,25.343668,-80.620306,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2024-12-25,25.088093,-80.965819,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-26,25.996126,-80.126795,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2023-01-18,25.577541,-80.51434,Miami-Dade,Florida,2023,1,Jan
American Crocodile,2024-12-26,25.182905,-80.819977,Monroe,Florida,2024,12,Dec
American Crocodile,2019-04-01,25.768082,-80.308284,Miami-Dade,Florida,2019,4,Apr
American Crocodile,2024-12-27,25.118524,-80.989295,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-26,25.785767,-80.306062,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2024-12-20,25.095349,-80.853188,Monroe,Florida,2024,12,Dec
American Crocodile,2018-03-12,25.035098,-80.85067,Monroe,Florida,2018,3,Mar
American Crocodile,2024-12-24,25.019611,-80.979788,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-30,25.612725,-80.028148,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2024-12-31,25.194238,-80.968964,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-31,26.182004,-80.146304,Broward,Florida,2024,12,Dec
American Crocodile,2024-12-30,25.208237,-80.791115,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2024-12-30,25.008959,-80.981872,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-30,25.163782,-80.870927,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-31,25.040722,-81.152039,Monroe,Florida,2024,12,Dec
American Crocodile,2025-01-02,26.102042,-80.18268,Broward,Florida,2025,1,Jan
American Crocodile,2024-12-28,25.774995,-80.018804,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2025-01-03,26.121942,-81.630702,Collier,Florida,2025,1,Jan
American Crocodile,2025-01-03,26.094581,-81.76894,Collier,Florida,2025,1,Jan
American Crocodile,2025-01-03,25.189473,-80.974163,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-03,25.798816,-80.050613,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2024-12-17,25.077523,-80.533084,Monroe,Florida,2024,12,Dec
American Crocodile,2025-01-04,25.682305,-80.703266,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-04,25.61844,-80.312925,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2024-12-30,25.212941,-80.756955,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2025-01-05,25.774659,-80.787611,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2006-12-30,25.363985,-80.951435,Monroe,Florida,2006,12,Dec
American Crocodile,2025-01-05,25.141388,-80.92747,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-05,25.11572,-80.902819,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-06,25.045672,-80.866054,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-06,25.133204,-80.956484,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-06,25.084078,-80.996867,Monroe,Florida,2025,1,Jan
American Crocodile,2024-12-30,25.00132,-80.943306,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-30,25.16242,-80.986068,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-30,25.197235,-80.999482,Monroe,Florida,2024,12,Dec
American Crocodile,2025-01-06,25.178449,-80.816573,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-05,25.122546,-80.807361,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-07,25.737084,-80.698561,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-07,25.13657,-80.864578,Monroe,Florida,2025,1,Jan
American Crocodile,2024-12-01,25.087275,-80.967618,Monroe,Florida,2024,12,Dec
American Crocodile,2025-01-08,25.153149,-80.864227,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-08,25.018725,-80.956924,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-06,25.022974,-80.899794,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-08,25.041287,-80.963998,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-09,25.749865,-80.65043,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-09,25.758783,-80.719292,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-10,25.605171,-80.621125,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-10,25.047044,-80.336351,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-01,25.167749,-80.930718,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-07,27.78326,-81.409904,Polk,Florida,2025,1,Jan
American Crocodile,2025-01-03,25.614055,-80.07351,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-12,25.101356,-80.836323,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-04,25.1579,-80.815531,Monroe,Florida,2025,1,Jan
American Crocodile,2024-12-30,25.235223,-80.213588,Monroe,Florida,2024,12,Dec
American Crocodile,2025-01-12,25.602265,-80.163649,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-10,25.185669,-80.951363,Monroe,Florida,2025,1,Jan
American Crocodile,2017-12-20,25.194457,-80.852762,Monroe,Florida,2017,12,Dec
American Crocodile,2025-01-05,25.148052,-80.91955,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-03,26.025123,-81.61483,Collier,Florida,2025,1,Jan
American Crocodile,2025-01-14,25.069984,-80.89158,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-14,25.821175,-80.199671,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-14,25.822637,-80.023717,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-08,25.728641,-80.616846,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-15,25.633991,-80.268857,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2024-12-25,25.221232,-80.829271,Monroe,Florida,2024,12,Dec
American Crocodile,2025-01-17,25.845528,-81.481834,Collier,Florida,2025,1,Jan
American Crocodile,2025-01-16,25.081684,-81.05268,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.771424,-80.686126,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.718045,-80.239024,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.713943,-80.29989,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-19,25.064032,-80.39454,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-19,25.075572,-80.821215,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.050002,-80.855729,Monroe,Florida,2025,1,Jan
American Crocodile,2015-04-26,25.299219,-80.970484,Miami-Dade,Florida,2015,4,Apr
American Crocodile,2025-01-19,25.012211,-80.976208,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-19,25.18436,-80.926909,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-19,25.05377,-80.920696,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-19,25.726336,-80.781086,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2024-01-30,25.013704,-80.836055,Monroe,Florida,2024,1,Jan
American Crocodile,2025-01-20,25.585543,-80.819134,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2024-12-18,25.098598,-80.8815,Monroe,Florida,2024,12,Dec
American Crocodile,2024-12-21,25.777762,-80.028898,Miami-Dade,Florida,2024,12,Dec
American Crocodile,2025-01-08,25.180252,-80.941131,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-08,25.198313,-80.828287,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-08,25.067961,-80.916916,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-21,25.351291,-80.89772,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-21,25.305273,-80.768481,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-21,25.978095,-80.204138,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-21,25.678452,-80.148675,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-05,25.089356,-80.999457,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-21,25.646036,-80.361013,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.079544,-80.943176,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-25,25.681683,-80.041829,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-25,25.780941,-80.032437,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-26,25.044715,-80.46933,Monroe,Florida,2025,1,Jan
American Crocodile,2024-12-30,25.062029,-80.258493,Monroe,Florida,2024,12,Dec
American Crocodile,2024-06-18,25.367358,-80.504663,Monroe,Florida,2024,6,Jun
American Crocodile,2024-06-14,25.191088,-80.510438,Monroe,Florida,2024,6,Jun
American Crocodile,2024-06-14,25.060474,-80.516389,Monroe,Florida,2024,6,Jun
American Crocodile,2024-07-01,25.09393,-80.414651,Monroe,Florida,2024,7,Jul
American Crocodile,2024-12-21,25.19918,-80.905671,Monroe,Florida,2024,12,Dec
American Crocodile,2023-12-27,25.692757,-80.747641,Miami-Dade,Florida,2023,12,Dec
American Crocodile,2025-01-16,25.14889,-80.976779,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-16,25.120838,-80.927715,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-16,25.189465,-80.841583,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-11,25.164773,-80.849626,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-28,25.198319,-80.953727,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-29,25.821846,-80.159224,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.059879,-80.972874,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-18,25.153794,-80.843335,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-11,25.198815,-80.559177,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-30,25.616846,-80.769195,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-31,25.65109,-80.646356,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-02-01,25.642001,-80.094649,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-02-01,25.118882,-80.864474,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-01,25.721114,-80.307751,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-02-01,25.733919,-80.087114,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-01-25,25.431787,-80.379097,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-16,25.172933,-80.874895,Monroe,Florida,2025,1,Jan
American Crocodile,2025-02-04,25.058615,-80.93704,Monroe,Florida,2025,2,Feb
American Crocodile,2024-01-14,25.090671,-80.815627,Monroe,Florida,2024,1,Jan
American Crocodile,2024-01-14,25.128127,-80.886421,Monroe,Florida,2024,1,Jan
American Crocodile,2025-02-07,25.478892,-80.223387,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-02-08,25.774559,-80.03826,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-01-25,25.79249,-80.271395,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-01-25,25.684202,-80.261466,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2022-11-13,25.766426,-80.067129,Miami-Dade,Florida,2022,11,Nov
American Crocodile,2023-12-02,25.076874,-80.854498,Monroe,Florida,2023,12,Dec
American Crocodile,2025-01-28,25.166363,-80.887579,Monroe,Florida,2025,1,Jan
American Crocodile,2024-06-14,25.795123,-80.643084,Miami-Dade,Florida,2024,6,Jun
American Crocodile,2025-02-08,25.142722,-80.884647,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-08,25.140362,-80.855963,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-08,25.042675,-80.972766,Monroe,Florida,2025,2,Feb
American Crocodile,2020-01-12,25.055938,-80.945829,Monroe,Florida,2020,1,Jan
American Crocodile,2020-01-12,25.10928,-80.845934,Monroe,Florida,2020,1,Jan
American Crocodile,2025-01-29,25.054176,-80.93945,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-29,25.016634,-80.809336,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-29,25.109622,-80.809179,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-29,25.032229,-80.8173,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-29,25.162526,-80.927178,Monroe,Florida,2025,1,Jan
American Crocodile,2025-02-15,25.003735,-80.989058,Monroe,Florida,2025,2,Feb
American Crocodile,2016-03-20,25.121874,-80.805527,Monroe,Florida,2016,3,Mar
American Crocodile,2025-02-10,25.194774,-80.934981,Monroe,Florida,2025,2,Feb
American Crocodile,2024-01-02,25.39955,-80.808025,Monroe,Florida,2024,1,Jan
American Crocodile,2025-02-16,25.078644,-80.819931,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-16,25.008385,-80.981135,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-09,25.168142,-80.881555,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-17,25.012027,-80.830386,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-18,25.948968,-81.490453,Collier,Florida,2025,2,Feb
American Crocodile,2024-10-20,25.676588,-80.749438,Miami-Dade,Florida,2024,10,Oct
American Crocodile,2023-12-27,25.113937,-80.923134,Monroe,Florida,2023,12,Dec
American Crocodile,2025-02-19,25.129268,-80.288008,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-16,25.034365,-80.988126,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-16,25.090309,-80.869377,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-16,25.007981,-80.811744,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-16,25.164463,-80.82878,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-17,25.055908,-80.833088,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-17,25.029237,-80.963651,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-21,25.039971,-80.534726,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-21,25.20879,-80.696104,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-02-09,25.616512,-80.610819,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-02-10,25.083205,-80.826175,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-19,25.122517,-80.804365,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-21,25.64323,-80.766761,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-02-22,25.025577,-80.921041,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-17,25.178867,-80.80069,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-23,25.18435,-80.970569,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-24,25.035903,-80.888496,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-23,25.793621,-80.758033,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2024-04-05,25.169464,-80.940369,Monroe,Florida,2024,4,Apr
American Crocodile,2024-11-19,25.067599,-80.812357,Monroe,Florida,2024,11,Nov
American Crocodile,2025-02-25,26.064667,-81.708973,Collier,Florida,2025,2,Feb
American Crocodile,2025-02-25,26.104963,-81.468523,Collier,Florida,2025,2,Feb
American Crocodile,2025-02-27,25.052252,-80.952634,Monroe,Florida,2025,2,Feb
American Crocodile,2024-03-13,25.339021,-80.972422,Monroe,Florida,2024,3,Mar
American Crocodile,2025-02-28,25.126117,-80.80207,Monroe,Florida,2025,2,Feb
American Crocodile,2025-02-27,25.738507,-80.296752,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-03-01,25.700181,-80.269569,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-01-21,25.110115,-80.985725,Monroe,Florida,2025,1,Jan
American Crocodile,2025-01-21,25.129099,-80.991227,Monroe,Florida,2025,1,Jan
American Crocodile,2025-03-01,25.034112,-80.850521,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-02,25.160168,-80.891712,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-03,24.464328,-81.650741,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-02,25.090966,-80.820977,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-04,25.110169,-80.802588,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-05,25.634265,-80.069504,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-05,25.069286,-80.917869,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-05,25.167974,-80.956635,Monroe,Florida,2025,3,Mar
American Crocodile,2025-02-28,25.073976,-80.99018,Monroe,Florida,2025,2,Feb
American Crocodile,2025-03-06,25.158669,-80.813567,Monroe,Florida,2025,3,Mar
American Crocodile,2025-02-18,25.145127,-80.826286,Monroe,Florida,2025,2,Feb
American Crocodile,2019-12-11,25.037038,-80.8139,Monroe,Florida,2019,12,Dec
American Crocodile,2025-03-03,25.694414,-80.31569,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-09,25.76156,-80.091947,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-09,25.189379,-80.828529,Monroe,Florida,2025,3,Mar
American Crocodile,2025-02-01,25.62885,-80.246412,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2020-12-27,25.081819,-80.938025,Monroe,Florida,2020,12,Dec
American Crocodile,2021-05-24,25.779041,-80.051028,Miami-Dade,Florida,2021,5,May
American Crocodile,2025-03-12,25.100823,-80.929908,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-11,25.051777,-80.912685,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-11,25.056803,-80.895707,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-05,25.187703,-80.952901,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-05,25.161482,-80.904008,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-06,25.00725,-80.93858,Monroe,Florida,2025,3,Mar
American Crocodile,2025-02-28,25.695411,-80.174358,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-03-14,25.638145,-80.244349,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-12,25.134815,-80.984808,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-02,25.007482,-80.98776,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-16,25.811572,-80.089193,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-16,25.021523,-80.901059,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-16,25.163142,-80.839519,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-01,25.146148,-80.995476,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-11,25.465281,-80.45466,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-17,25.694635,-80.663484,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-18,25.101985,-80.978061,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-18,25.035731,-80.841604,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-19,25.767282,-80.385641,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-19,24.977474,-80.770391,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-18,25.141616,-80.90447,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-19,24.975804,-80.962093,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-20,25.080727,-80.891083,Monroe,Florida,2025,3,Mar
American Crocodile,2025-01-07,25.141579,-80.962916,Monroe,Florida,2025,1,Jan
American Crocodile,2025-03-20,25.179717,-80.890305,Monroe,Florida,2025,3,Mar
American Crocodile,2020-01-05,25.009739,-80.815381,Monroe,Florida,2020,1,Jan
American Crocodile,2025-03-21,25.122801,-80.811242,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-22,25.616882,-80.785241,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-20,25.193256,-80.809072,Monroe,Florida,2025,3,Mar
American Crocodile,2024-12-24,25.078413,-80.900123,Monroe,Florida,2024,12,Dec
American Crocodile,2025-03-10,25.148928,-80.821422,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-10,25.065606,-80.950107,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-24,25.643839,-80.237326,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-24,25.700818,-80.304341,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-24,25.684631,-80.397816,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-24,25.095663,-80.832387,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-22,25.283681,-80.897048,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2022-02-12,25.077921,-80.995717,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.173284,-80.989003,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.157959,-80.927593,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.119357,-80.858825,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.061055,-80.903564,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.133559,-80.993376,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.028325,-80.975431,Monroe,Florida,2022,2,Feb
American Crocodile,2022-02-12,25.096747,-80.863719,Monroe,Florida,2022,2,Feb
American Crocodile,2025-03-15,25.007982,-80.935312,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-25,25.126097,-80.601077,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-26,25.640616,-80.302063,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-20,25.594478,-80.293492,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-29,25.681189,-80.726813,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2023-05-30,25.646136,-80.359875,Miami-Dade,Florida,2023,5,May
American Crocodile,2025-03-29,25.151124,-80.989884,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-26,25.174294,-80.933024,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-28,25.102548,-80.802438,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-28,25.148957,-80.996099,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-30,25.621492,-80.324881,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-28,25.070993,-80.952451,Monroe,Florida,2025,3,Mar
American Crocodile,2020-12-13,25.691461,-80.32764,Miami-Dade,Florida,2020,12,Dec
American Crocodile,2025-03-28,25.193508,-80.824062,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-30,25.579533,-80.268909,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-31,25.743591,-80.649072,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-30,25.192199,-80.826844,Monroe,Florida,2025,3,Mar
American Crocodile,2025-04-01,25.624866,-80.255433,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-01,25.251684,-80.829246,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-02,25.770405,-80.287067,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-02,25.053542,-80.873042,Monroe,Florida,2025,4,Apr
American Crocodile,2025-03-23,25.688366,-80.094263,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-04-02,25.056379,-80.938359,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-02,25.051472,-80.85507,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-02,25.174835,-80.800763,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-02,25.095625,-80.844835,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-02,25.11359,-80.899647,Monroe,Florida,2025,4,Apr
American Crocodile,2025-03-06,25.433619,-80.275229,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-03-26,25.016778,-80.98542,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-26,25.004667,-80.960376,Monroe,Florida,2025,3,Mar
American Crocodile,2022-03-05,25.00746,-80.973105,Monroe,Florida,2022,3,Mar
American Crocodile,2024-05-04,25.041634,-80.990834,Monroe,Florida,2024,5,May
American Crocodile,2024-05-04,25.051966,-80.933006,Monroe,Florida,2024,5,May
American Crocodile,2025-04-05,25.624902,-80.287514,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-03-24,25.036444,-80.922813,Monroe,Florida,2025,3,Mar
American Crocodile,2025-04-05,25.73381,-80.642414,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-01-11,25.690017,-80.042741,Miami-Dade,Florida,2025,1,Jan
American Crocodile,2025-04-05,25.63381,-80.670903,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-02-02,25.79604,-80.668156,Miami-Dade,Florida,2025,2,Feb
American Crocodile,2025-03-24,25.079851,-81.033466,Monroe,Florida,2025,3,Mar
American Crocodile,2025-04-05,25.158311,-80.845315,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-07,25.663668,-80.269543,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2023-11-26,25.79916,-80.120327,Miami-Dade,Florida,2023,11,Nov
American Crocodile,2025-03-25,25.188836,-80.923224,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-25,25.265077,-80.85074,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-25,25.292724,-80.96072,Monroe,Florida,2025,3,Mar
American Crocodile,2025-03-25,25.266598,-80.882241,Monroe,Florida,2025,3,Mar
American Crocodile,2025-04-07,25.088305,-80.909021,Monroe,Florida,2025,4,Apr
American Crocodile,2024-04-29,25.208701,-80.916627,Monroe,Florida,2024,4,Apr
American Crocodile,2024-04-29,25.389495,-80.9495,Monroe,Florida,2024,4,Apr
American Crocodile,2025-04-10,25.007051,-80.912417,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-09,25.279277,-80.606755,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-03-09,25.734854,-80.286199,Miami-Dade,Florida,2025,3,Mar
American Crocodile,2025-04-09,25.64617,-80.213557,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-03-11,25.181352,-80.801535,Monroe,Florida,2025,3,Mar
American Crocodile,2025-04-12,25.032394,-80.922137,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-14,25.763558,-80.69847,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-14,25.028476,-80.834998,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-12,25.178679,-80.961754,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-13,25.68674,-80.379646,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-15,25.185305,-80.847323,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-13,25.469732,-80.3496,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-15,25.012871,-80.96002,Monroe,Florida,2025,4,Apr
American Crocodile,2025-03-30,25.179942,-80.827442,Monroe,Florida,2025,3,Mar
American Crocodile,2025-04-18,25.077234,-80.952951,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-19,25.121836,-80.849714,Monroe,Florida,2025,4,Apr
American Crocodile,2025-04-21,25.728186,-80.005363,Miami-Dade,Florida,2025,4,Apr
American Crocodile,2025-04-21,25.662694,-80.205957,Miami-Dade,Florida,2025,4,Apr
